year,selling_price,is_diesel,owner,is_automatic,km_driven,seats,mileage (kmpl),max_horse_power,is_individual_seller,engine_capacity_(cc)
2010,200000,1,2,0,70000,5,21.1,73.9,1,1248
2017,1350000,1,1,0,20000,7,16,140,1,2179
2017,3200000,1,1,1,45000,5,19.33,177,-1,1999
2015,1100000,1,1,0,52269,7,15.4,120,1,2179
2016,300000,0,1,0,25000,5,25.17,53.3,1,799
2015,580000,1,1,0,70000,7,20.77,88.76,1,1248
2015,400000,0,1,0,40000,5,20.51,67.04,1,998
2018,700000,0,1,0,25000,5,18.16,86.8,1,1196
2013,800000,1,1,1,117000,7,11.18,184,-1,2696
2012,300000,1,2,0,120000,5,23,90,1,1396
2017,651000,1,2,0,32500,5,28.4,74.02,1,1248
2017,400000,0,1,1,10000,5,23.95,67.1,1,998
2015,420000,1,2,0,115000,5,26.59,74,1,1248
2010,350000,0,1,0,80000,8,11.96,80,1,1298
2012,175000,1,3,0,90000,5,19.4,70,1,1405
2017,450000,0,1,0,70000,5,18.6,81.83,1,1197
2015,290000,0,1,0,60000,5,20.51,67.04,1,998
2011,145000,0,2,0,50000,7,15.37,73,1,1196
2017,2625000,1,1,1,9000,5,13.6,177,-1,1999
2017,750000,1,1,0,60000,5,28.09,88.5,1,1248
2016,500000,1,1,0,198000,8,18.2,73.74,1,1248
2010,180000,0,2,0,50000,5,15.6,70,1,1196
2010,110000,1,1,0,88000,5,18.8,90,1,1248
2011,185000,1,3,0,185000,5,21.1,73.9,1,1248
2007,280000,1,2,0,160000,7,13.93,138.1,1,2956
2011,200000,0,3,0,94000,5,18.9,67.1,1,998
2012,525000,1,1,0,120000,8,12.05,120,1,2179
2011,141000,0,3,0,15000,5,19.7,46.3,1,796
2014,300000,0,1,0,70000,5,23.95,67.05,1,998
2014,415000,0,1,0,72000,5,18.6,81.83,-1,1197
2014,320000,1,4,0,91000,5,22.71,84.8,1,1461
2017,720000,1,1,0,60000,5,28.09,88.5,1,1248
2013,260000,0,2,0,120000,5,15.1,73,1,1196
2019,1250000,1,1,0,15000,7,17.6,147.94,1,2179
2016,1925000,1,1,0,27000,7,13.68,147.51,-1,2393
2009,250000,0,3,0,60000,5,17.5,85.8,1,1298
2017,980000,1,1,0,53000,7,17.6,147.94,1,2179
2000,45000,0,2,0,50000,4,16.1,37,1,796
2010,170000,0,2,0,75000,5,19.7,46.3,1,796
2017,1625000,1,1,0,54000,7,16,140,1,2179
2011,204999,1,1,0,147000,5,20,68,1,1399
2011,340000,1,1,0,90000,5,20.54,103.6,1,1598
2011,220000,1,2,0,117000,5,20.3,75,1,1248
2015,700000,0,1,0,40000,5,13.24,102.5,1,1598
2018,885000,1,1,1,75000,5,21.5,108.5,1,1498
2019,750000,0,1,1,6500,5,21.21,81.8,1,1197
2016,190000,0,2,0,80000,8,16.8,34.2,1,796
2007,150000,0,3,0,70000,5,18.2,64,1,1061
2012,220000,0,1,0,100000,5,22.74,47.3,1,796
2013,425000,1,2,0,80000,5,22.32,126.32,1,1582
2017,550000,0,1,0,20000,5,21.21,81.8,1,1197
2017,2175000,1,1,1,50000,7,11.36,171.5,1,2755
2012,350000,1,2,0,70000,5,21.5,88.8,1,1248
2009,160000,0,3,0,35000,5,19.81,68.05,1,1086
2016,357000,1,1,0,120000,6,25.32,77,1,1198
2019,840000,0,1,1,1500,5,18.2,88.7,1,1199
2019,290000,0,1,0,21000,5,25.17,53.3,1,799
2019,974000,1,1,0,15000,6,16.55,105,1,2498
2017,360000,1,1,0,50000,5,27.28,69,1,1047
2012,400000,1,1,0,138000,5,22.32,126.32,1,1582
2010,215000,1,3,0,120000,5,23,90,1,1396
2014,736000,1,1,1,125000,5,22.32,126.32,1,1582
2017,270000,0,1,0,50000,5,25.17,53.3,1,799
2019,540000,0,1,1,5000,5,20.52,81.8,1,1197
2010,132000,0,1,0,105000,5,19.7,46.3,1,796
2012,900000,1,1,1,108000,5,17.42,175,-1,1968
2014,500000,1,1,0,84000,5,23.4,74,1,1248
2016,750000,1,1,0,83000,5,24.3,88.5,1,1248
2007,210000,0,1,0,140000,5,17.7,78,1,1497
2019,1150000,0,1,0,31000,5,15.8,121.3,-1,1591
2011,975000,1,2,1,93468,7,11.4,153.86,1,2953
2007,100000,1,3,0,120000,10,14.6,63,1,2956
2007,240000,1,1,0,110000,5,18.1,110,1,1493
2018,720000,1,1,0,25000,5,28.4,74.02,1,1248
2015,650000,1,1,0,125000,7,15.1,140,1,2179
2016,535000,1,1,0,32000,8,18.2,73.74,1,1248
2009,550000,1,1,0,250000,7,12.8,102,1,2494
2013,250000,1,2,0,150000,5,20.86,75,1,1199
2015,340000,1,2,0,40000,5,27.62,47,1,793
2015,580000,1,2,0,110000,10,13.58,72.4,1,2499
2017,600000,1,1,0,27000,5,22.95,74,1,1248
2011,450000,0,1,0,50000,5,17,118,1,1497
2018,580000,0,1,0,32000,5,18.9,81.86,1,1197
2013,170000,0,2,0,110000,5,15.3,65.3,1,1193
2016,819999,1,1,0,39000,5,19.67,126.2,-1,1582
2017,640000,1,1,0,110000,5,25.2,74,1,1248
2013,480000,1,3,0,110000,7,20.77,88.76,1,1248
2018,540000,1,1,0,30000,5,24,73.97,1,1186
2010,2000000,1,2,1,90000,5,14.49,258,1,2993
2013,185000,0,2,0,80000,5,22.74,47.3,1,796
2016,950000,1,1,0,38600,5,19.67,126.2,-1,1582
2014,240000,0,2,0,90000,5,23.95,67.05,1,998
2015,650000,1,2,0,110000,5,22.77,98.59,1,1498
2017,655000,1,1,0,126000,7,18.49,100,1,1493
2016,425000,0,1,0,15000,5,19.81,68.05,1,1086
2018,420000,0,1,1,35000,5,20.51,67,1,998
2018,600000,0,1,1,69779,5,22,81.8,-1,1197
2009,340000,0,2,0,214000,5,13.9,103.2,1,1599
2011,350000,1,2,0,100000,5,23.59,67.1,1,1364
2016,725000,1,1,0,120000,5,22.54,88.73,1,1396
2011,400000,1,1,0,72000,5,22.9,74,1,1248
2010,150000,0,3,0,106000,5,20.36,78.9,1,1197
2014,411000,1,2,1,90000,5,21.21,103.2,1,1498
2010,75000,0,1,0,120000,5,18,62,1,995
2018,700000,0,1,0,19100,5,19,94.68,1,1194
2018,217000,0,1,0,25000,5,22.7,53.64,1,799
2011,330000,1,2,0,66000,5,20.5,105,1,1598
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2011,130000,0,2,0,60000,5,14.49,92.7,1,1399
2019,690000,0,1,0,1303,5,17.8,86.7,-1,1198
2017,620000,1,1,0,30000,5,27.39,74,1,1248
2017,480000,0,1,0,30400,5,18.5,86.8,-1,1198
2014,350000,1,4,0,50000,8,18.2,73.8,1,1248
2014,254999,0,2,0,40000,5,20.92,67.1,1,998
2018,910000,0,1,0,15000,5,17,121.36,1,1497
2012,300000,0,2,0,40000,5,17.92,62.1,1,1086
2012,310000,1,1,0,86000,5,21.12,88.8,1,1248
2008,80000,0,3,0,100000,5,17.3,64,1,1061
2017,800000,1,1,0,51146,5,24.3,88.5,1,1248
2011,900000,1,1,0,110000,8,12.8,102,1,2494
2016,325000,0,2,0,70000,7,19.44,67,1,1198
2010,225000,0,2,0,80000,5,14,102,1,1595
2010,350000,1,2,0,148000,5,23,90,1,1396
2011,190000,0,3,0,80000,5,15.5,103.3,1,1586
2017,775000,1,1,0,100000,5,24.3,88.5,1,1248
2018,790000,1,1,0,60000,5,21.5,108.5,1,1497
2009,185000,0,2,0,77000,5,21.79,67.05,-1,998
2012,320000,1,1,0,120000,7,11.68,112,1,2498
2012,340000,0,1,0,24300,5,21.21,81.8,-1,1197
2010,196000,0,3,1,110000,5,16.95,78.9,1,1197
2019,700000,0,1,1,20000,5,22,81.8,1,1197
2015,549000,1,1,0,90000,7,20.77,88.76,1,1248
2012,225000,0,1,0,110000,5,19.81,68.05,1,1086
2014,430000,1,1,0,90000,5,22.9,74,1,1248
2017,1400000,1,1,0,70000,7,17.6,153.86,1,2179
2017,650000,0,1,0,30000,5,18.6,81.83,1,1197
2008,290000,1,2,0,120000,8,12.05,120,1,2179
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2012,550000,1,3,0,90000,8,12.05,120,1,2179
2011,275000,1,1,0,50000,5,21.12,88.8,1,1248
2010,135000,0,3,0,95000,5,19.7,46.3,1,796
2018,1150000,1,1,0,35000,5,22,126.2,1,1582
2017,950000,0,1,0,20000,5,17,121.3,1,1591
2013,290000,1,1,0,25000,5,23.57,70,1,1396
2012,450000,1,1,0,90000,5,20.54,103.6,1,1598
2012,260000,0,1,0,31000,5,18.9,67.1,1,998
2016,350000,0,1,0,50000,7,19.44,67,1,1198
2016,950000,1,1,0,45000,5,24.3,88.5,1,1248
2015,850000,1,1,0,59235,5,19.67,126.2,-1,1582
2019,750000,1,1,0,20000,5,24,73.97,1,1186
2017,350000,0,2,0,20000,5,23.1,67.04,1,998
2007,400000,0,1,1,42000,5,11.74,186,-1,1796
2019,740000,1,1,0,14000,7,16.5,70,1,1493
2011,360000,1,2,0,157000,5,22.32,126.3,1,1582
2011,160000,1,2,0,112000,5,20,68,1,1399
2013,700000,1,1,0,99000,7,12.99,100,-1,2494
2019,650000,0,1,1,5621,5,22,81.8,-1,1197
2017,385000,1,1,0,155000,5,25,69.01,1,1396
2012,350000,1,3,0,110000,5,23,90,1,1396
2019,2600000,1,1,1,11000,5,19.3,141,-1,1968
2012,83000,1,2,0,90000,5,25,69,1,1396
2010,215000,0,2,0,120600,5,18.9,67.1,1,998
2014,480000,1,1,0,80000,5,20.45,83.8,1,1461
2008,120000,0,1,0,191000,5,17.92,62.1,1,1086
2017,795000,0,1,1,41000,5,18,117.6,-1,1497
2011,250000,1,2,0,90000,7,13.55,118.35,1,2179
2013,325000,1,2,0,155000,5,20.54,103.6,1,1598
2018,445000,0,1,0,19700,5,18.15,82,1,1198
2017,375000,0,1,1,20000,5,22,67,-1,999
2013,380000,1,2,0,110000,5,21.27,88.76,1,1396
2016,720000,1,1,0,35000,7,15.96,62.1,1,2523
2018,400000,0,1,0,20000,5,23.84,84,1,1199
2013,275000,0,2,0,80000,5,15.1,73,1,1196
2012,500000,1,2,0,120000,5,21.8,78,1,1461
2015,700000,1,2,0,110000,7,20.77,88.76,1,1248
2012,500000,1,1,0,1500000,7,15.1,140,1,2179
2013,150000,1,2,0,90000,5,19.4,70,1,1405
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2019,1900000,1,1,1,30000,5,12.4,147.9,1,1999
2017,725000,1,1,0,40000,7,18.49,100,-1,1493
2013,430000,1,2,0,100000,7,15.96,62.1,1,2523
2014,680000,1,1,0,120000,7,15.1,140,1,2179
2017,350000,0,2,0,35000,5,25.17,53.3,1,799
2015,885000,1,1,0,170000,7,15.4,120,1,2179
2017,525000,1,2,0,29000,5,24,73.97,-1,1186
2012,370000,1,2,0,120000,5,13.5,115,1,2179
2005,75000,0,1,0,120000,5,13,100,1,1493
2018,600000,0,1,0,20000,5,18.2,88.7,1,1199
2013,750000,1,2,0,110000,7,15.1,140,1,2179
2011,174000,1,2,0,100000,5,21,64.1,1,1461
2011,1200000,1,2,1,62000,7,11.72,194.3,1,2199
2013,459999,1,2,0,80000,5,22.32,126.32,1,1582
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2017,710000,1,1,0,60000,5,24.3,88.5,1,1248
2019,434999,0,1,0,19500,5,20.3,68.07,-1,1086
2014,700000,1,1,0,80000,5,22.32,126.32,1,1582
2015,415000,0,1,1,45000,5,15.5,86.7,1,1198
2014,400000,0,1,0,20000,5,18.9,82,1,1197
2016,360000,1,1,0,110000,5,23,88.7,1,1248
2010,179000,0,3,0,68700,5,19,66.1,1,998
2016,675000,0,1,1,69000,5,17.2,103.6,-1,1197
2019,802999,1,1,0,24000,5,28.4,74.02,1,1248
2011,388000,1,2,0,80000,5,22.07,73.9,1,1199
2012,190000,0,1,0,110000,5,15.37,73,1,1196
2011,550000,1,2,1,106000,5,16.96,138.1,1,1968
2014,900000,1,2,0,100000,8,12.99,100.6,1,2494
2018,770000,1,1,0,50000,5,24.3,88.5,1,1248
2013,700000,1,1,0,120000,5,22.7,126.24,1,1582
2016,509999,1,1,0,110000,7,18.49,100,1,1493
2009,180000,1,2,0,144000,5,19.3,73.9,1,1248
2007,275000,1,2,0,200000,5,16.6,122.4,1,1896
2018,800000,1,1,0,30000,5,22.54,88.73,1,1396
2016,500000,1,1,0,70000,5,25.83,99,1,1498
2016,800000,1,1,0,90000,7,16,140,1,2179
2018,700000,1,1,0,50000,5,28.4,74.02,1,1248
2013,530000,1,1,0,40000,5,23.4,74,1,1248
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2011,400000,1,3,0,70000,5,16.2,110,1,1493
2008,180000,0,3,0,100000,5,19.81,68.05,1,1086
2017,750000,1,1,0,60000,7,18.49,100,1,1493
2005,90000,0,2,0,99361,5,19.7,46.3,1,796
2012,225000,1,2,0,87237,5,20,68.05,-1,1399
2016,375000,0,1,0,120000,5,15.37,73,1,1196
2014,570000,1,2,0,80000,7,20.77,88.8,1,1248
2015,350000,0,1,0,50000,5,18.2,82.4,1,1199
2013,200000,1,1,0,150000,5,19.09,69,1,1396
2012,170000,0,3,0,90000,5,20.92,67.1,1,998
2019,1575000,1,1,1,20000,5,17.8,113.4,1,1493
2020,445000,0,1,0,1000,5,21.21,81.8,1,1197
2006,1050000,1,1,0,250000,7,12.8,102,1,2494
2019,725000,0,1,0,25000,5,15.41,103.2,1,1598
2016,450000,0,2,0,5800,5,20.51,67.04,1,998
2011,225000,0,1,0,50000,5,19.81,68.05,1,1086
2016,550000,1,1,0,35000,5,24.4,71,1,1120
2011,325000,1,1,0,70000,5,22.9,74,1,1248
2016,625000,1,1,0,50000,7,18.49,100,1,1493
2015,387000,1,1,0,170000,5,23.59,67.04,1,1364
2013,390000,1,1,0,120000,5,22.9,74,1,1248
2011,825000,1,2,0,125000,7,14.66,194.3,1,2199
2008,175000,1,1,0,120000,5,17.8,75,1,1248
2019,5400000,1,1,1,7500,5,16.78,190,-1,1995
2018,830000,0,1,1,5000,5,21.4,83.1,1,1197
2019,5500000,1,1,1,8500,5,16.78,190,-1,1995
2017,275000,0,1,0,58000,5,24.7,47.3,1,796
2011,225000,1,1,0,70000,5,20,68,1,1399
2010,130000,0,2,0,28000,5,19.7,46.3,1,796
2018,475000,0,1,0,30000,5,21.63,67.04,1,998
2016,375000,1,1,0,100000,5,19.09,69.01,1,1405
2014,550000,0,1,0,40000,5,17.43,105.5,1,1396
2017,650000,1,1,0,25000,5,26.59,74,1,1248
2016,2000000,0,1,1,68089,5,19.16,157.7,-1,2494
2015,500000,0,1,0,45000,5,17.19,81.86,1,1197
2018,430000,0,2,0,5000,5,20.63,67,1,1198
2015,445000,1,1,0,62000,7,21,74.96,-1,1498
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2013,445000,1,2,0,87185,5,22.32,126.3,1,1582
2014,819999,1,1,0,200000,5,25.1,98.6,1,1498
2009,250000,1,2,0,151000,5,17.8,75,1,1248
2018,835000,1,1,0,17000,5,24.3,88.5,-1,1248
2017,655000,1,1,0,70000,5,28.4,74.02,1,1248
2016,150000,0,1,0,42000,5,20.63,67,1,1198
2014,215000,1,2,0,100000,5,25,69.01,1,1396
2012,450000,1,1,0,135000,7,15.96,62.1,1,2523
2013,500000,0,2,0,50000,5,17.1,121.3,1,1591
2015,590000,1,1,0,80000,5,25.01,89.75,1,1498
2010,409999,1,4,0,210000,9,12.2,105.3,1,1994
2018,1745000,1,1,1,10000,7,11.36,171.5,1,2755
2014,210000,0,2,0,35000,5,16.7,64.1,1,1172
2009,142000,0,2,0,70000,5,18.9,67,1,1061
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2011,220000,0,1,0,70000,5,18.5,80,1,1197
2018,795000,0,1,0,41779,5,21.21,81.8,-1,1197
2019,690000,0,1,0,18000,5,18.6,81.86,1,1197
2012,550000,1,2,0,110000,7,20.77,88.76,1,1248
2016,512000,0,1,0,10500,5,18.16,86.8,1,1196
2017,800000,1,1,0,15000,5,23.9,126.2,1,1582
2015,560000,1,1,0,43001,5,22.27,108.6,-1,1498
2009,400000,0,1,1,90000,5,14.53,138.1,1,1794
1998,55000,0,2,0,50000,5,17.3,60,1,993
2017,780000,1,1,0,28000,5,22.54,88.73,1,1396
2016,750000,1,1,0,80000,5,28.09,88.5,1,1248
2019,750000,1,1,0,59872,7,15.96,62.1,1,2523
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2018,700000,1,1,0,30000,7,18.49,100,1,1493
2017,825000,1,1,0,79000,7,25.47,88.5,-1,1248
2014,355000,0,1,0,121000,5,19.1,82,-1,1197
2009,1000000,0,3,1,80000,5,10.93,272,1,3498
2012,1400000,1,1,1,50000,5,14.84,170,1,2143
2017,800000,1,1,0,44500,5,25.1,88.5,1,1248
2010,400000,0,1,0,30000,5,15.6,70,1,1196
2017,1282000,1,1,0,45000,7,17.6,153.86,1,2179
2010,200000,0,3,0,120000,5,18.5,80,1,1197
2017,750000,1,1,0,50000,5,22.27,108.6,1,1498
2019,779000,0,1,1,7032,5,19,88.76,-1,1199
2011,70000,0,1,0,40000,4,26,35,1,624
2016,700000,1,1,0,78000,5,27.39,74,1,1248
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2017,690000,1,1,0,60000,7,16.5,70,1,1493
2011,347000,0,1,0,30000,5,19,66.1,1,998
2000,75000,1,2,0,90000,5,12.8,35.5,1,1489
2017,400000,1,1,0,50000,6,25.32,77,1,1198
2011,45000,0,3,0,10000,4,26,35,1,624
2007,550000,0,2,0,2360457,5,18.6,81.83,1,1197
2016,254999,0,3,0,30000,5,25.17,53.3,1,799
2005,130000,0,2,0,140000,5,18.9,67.1,1,998
2015,750000,1,1,0,70000,5,19.01,108.5,1,1461
2014,580000,1,1,0,88000,5,23.4,74,1,1248
2014,229999,0,2,0,30000,5,22.74,47.3,1,796
2008,60000,1,4,0,120000,5,17.88,52.8,1,1396
2016,330000,0,4,0,70000,5,18.9,82,1,1197
2019,400000,0,1,0,15000,5,15.37,73,1,1196
2014,260000,0,1,0,18945,5,21.1,55.2,1,814
2012,550000,0,1,0,83000,5,16.8,116.3,1,1497
2019,800000,0,1,0,33000,5,19.4,94.93,-1,1194
2011,135000,0,3,0,110048,5,20.92,67.1,1,998
2012,1850000,1,1,1,70000,7,12.07,241.4,1,2967
2016,625000,0,1,0,55000,5,17.8,117.3,-1,1497
2015,450000,0,1,0,40000,5,17.57,88.7,1,1193
2018,560000,0,1,0,14495,5,18.78,75,-1,999
2009,80000,0,4,0,80000,5,18,62,1,995
2014,700000,1,2,0,40000,6,16.55,105,1,2498
2013,530000,1,1,0,40000,5,23.4,74,1,1248
2019,1925000,1,1,1,43000,8,11.36,171.5,-1,2755
2013,395000,0,2,1,35000,5,14.3,103.5,1,1598
2014,575000,1,1,0,55000,7,14,138.1,1,2179
2019,900000,1,1,0,8079,5,24.7,69,-1,1047
2015,280000,0,1,0,55000,5,20.36,78.9,1,1197
2016,900000,1,1,0,120000,5,14.1,147.94,1,2179
2012,350000,1,3,0,52000,5,19.3,73.9,1,1248
2018,500000,1,1,0,50000,5,24.7,69,1,1047
2016,480000,1,1,0,30000,5,24,70,1,1120
2015,503000,1,1,0,110000,7,14.1,147.94,1,2179
2004,80000,0,2,0,120000,5,13.2,94,1,1495
2006,80000,0,4,0,150000,5,18.9,67.1,1,998
2011,375000,1,2,0,90000,5,22.9,74,1,1248
2019,700000,0,1,0,20000,5,17.19,81.86,1,1197
2009,975000,1,2,1,80000,5,22.48,187.74,-1,1995
2012,140000,0,1,0,20000,5,21.1,55.2,1,814
2016,725000,1,2,0,54000,7,24.52,88.5,1,1248
2019,3800000,1,1,1,20000,5,18,190,1,1969
2012,244000,0,1,0,38000,5,21.1,55.2,1,814
2018,400000,0,1,0,15000,6,18.15,82,1,1198
2011,200000,0,2,0,91000,5,20.36,78.9,1,1197
2019,675000,0,1,0,5000,7,20,72,1,999
2018,740000,1,1,0,38817,5,27.39,74,-1,1248
2012,64000,0,1,0,18000,4,25.4,37.5,-1,624
2011,350000,1,2,0,200000,7,13.6,63,1,2523
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2014,250000,0,1,0,40000,5,21.1,55.2,1,814
2015,400000,0,1,1,40000,5,18.9,82,1,1197
2009,150000,0,1,0,40000,5,19.7,46.3,1,796
2009,130000,0,2,0,90000,5,19,66.1,1,998
2015,3000000,1,2,1,70000,5,16.36,187.7,1,2179
2013,300000,1,1,0,70000,7,18.2,73.8,1,1248
2017,270000,0,1,0,31100,5,22.7,53.64,-1,799
2017,600000,0,2,0,34000,5,21.4,83.1,-1,1197
2005,80500,0,3,0,50000,5,13.2,94,1,1495
2016,350000,1,2,0,120000,5,24.4,71,1,1120
2018,610000,0,1,0,52000,5,22,81.8,-1,1197
2016,660000,1,1,1,78010,5,21.66,103.52,-1,1498
2014,500000,1,2,0,132000,5,22.7,89.84,-1,1498
2016,420000,0,2,0,9750,5,19.81,68.05,1,1086
2015,1050000,1,2,0,28000,7,15.1,140,1,2179
2018,625000,0,1,1,50000,5,22,81.8,1,1197
2016,550000,0,1,0,56494,5,18.2,88.7,-1,1199
2015,750000,1,1,0,14000,7,20.77,88.76,1,1248
2017,1748999,1,1,0,33019,7,13.68,147.8,-1,2393
2013,200000,1,2,0,175000,5,19.09,69,1,1396
2016,750000,1,1,1,67600,5,14.81,163.7,1,1998
2011,250000,0,1,0,50000,5,20.36,78.9,1,1197
1999,40000,0,3,0,100000,4,16.1,37,1,796
2012,550000,0,1,0,120000,5,16.8,116.3,1,1497
2018,780000,1,1,0,30000,5,28.4,74.02,1,1248
2017,950000,1,1,0,24000,7,21.9,98.6,-1,1498
2016,500000,0,1,0,41000,5,18.7,88.7,1,1199
2014,1380000,1,1,0,150000,7,13,168.5,1,2982
2016,300000,1,2,0,60000,5,17.88,48.21,1,1405
2008,105000,0,1,0,128000,5,0,62,1,1086
2017,6000000,1,1,1,37000,5,13.5,254.79,-1,2987
2008,65000,0,2,0,10000,4,16.1,37,1,796
2011,300000,0,3,0,120000,5,17.6,88.7,1,1496
2011,430000,1,2,0,120000,8,12.05,120,1,2179
2012,550000,0,1,1,100000,5,14.53,138.1,1,1794
2015,484999,1,1,0,75000,5,19.87,83.8,-1,1461
2017,660000,1,1,0,45000,7,16.5,70,1,1493
2013,225000,0,1,0,58343,5,21.79,67.05,-1,998
2013,400000,1,1,0,35000,7,12.99,100.6,1,2494
2017,450000,1,1,0,56290,5,24,73.97,-1,1186
2013,550000,1,1,0,90000,7,15.96,62.1,1,2523
2017,440000,0,1,0,57000,5,23.84,84.48,-1,1199
2007,375000,1,4,0,110000,8,12.7,116.6,1,2609
2017,480000,0,1,0,55000,5,20.85,83.14,1,1197
2006,220000,0,2,0,100000,5,17.7,78,1,1497
2018,655000,0,1,1,15732,5,22,81.8,-1,1197
2014,810000,1,1,0,100000,7,15.1,140,1,2179
2015,425000,1,1,0,96500,5,20.5,91.72,1,1248
2011,370000,1,2,0,91863,7,15.96,62.1,1,2523
2011,325000,0,3,0,58000,5,16.1,88.2,1,1298
2015,570000,1,2,0,120000,5,23.59,67.05,1,1364
2017,830000,1,1,0,35000,5,21.5,108.5,1,1497
2012,560000,0,2,0,40000,5,16.8,116.3,1,1497
2016,480000,1,1,0,30000,5,24,70,1,1120
2010,170000,0,3,0,90000,5,20.36,78.9,1,1197
2017,1050000,1,1,0,60000,5,19.67,126.2,1,1582
2010,120000,1,2,0,100000,5,17,70,1,1405
2018,300000,0,2,0,15000,5,24.7,47.3,1,796
2018,475000,0,1,0,30000,5,21.63,67.04,1,998
2013,300000,1,1,0,65000,5,22.1,76.9,1,1248
2013,320000,0,1,0,110000,5,18.5,82.85,1,1197
2014,375000,0,1,0,52000,5,19.1,81.86,1,1197
2017,250000,0,1,0,40000,5,25.17,53.3,1,799
2018,1500000,1,1,0,60000,7,15.1,152.87,1,2179
2015,730000,1,1,0,100000,7,18.49,100,1,1493
2006,350000,1,1,0,90000,8,12.7,116.6,1,2609
2015,280000,0,2,0,60000,5,21.1,55.2,1,814
2016,645000,0,1,1,11000,5,14.3,103.5,-1,1598
2012,325000,1,2,0,80000,5,22.9,74,1,1248
2010,150000,0,1,0,110000,5,0,62,1,1086
2017,700000,1,1,0,65000,5,26.59,74,1,1248
2012,560000,1,2,0,101903,8,12.05,120,1,2179
2016,403000,1,2,0,30000,7,17.21,100,1,1493
2013,450000,0,2,0,35000,5,18.6,85.8,1,1197
2012,310000,1,2,0,77000,5,19.3,73.9,1,1248
2011,227000,0,1,0,73840,5,15.04,103.6,1,1598
2014,730000,1,1,0,60000,5,22.32,126.32,1,1582
2012,600000,0,1,0,144030,5,12.8,177.6,1,2354
2018,450000,0,1,0,20000,6,18.15,82,1,1198
2018,600000,0,1,1,69779,5,22,81.8,-1,1197
1998,35000,0,2,0,40000,4,16.1,37,1,796
2006,120000,1,2,0,90000,5,13.1,82,1,1493
2017,1282000,1,1,0,45000,7,17.6,153.86,1,2179
2018,825000,1,1,0,35000,5,24.3,88.5,1,1248
2013,500000,1,2,0,87000,5,22.32,126.32,1,1582
2016,625000,1,1,0,120000,7,18.49,100,1,1493
2018,1200000,1,1,0,35000,8,17.3,121,1,1497
2011,215000,0,1,0,40000,5,21.1,85.8,1,1197
2012,800000,1,1,0,40000,7,15.1,140,1,2179
2013,466000,1,2,0,95500,7,14,138.1,1,2179
2014,400000,1,2,0,120000,5,23.59,67.04,1,1364
2014,200000,0,2,0,60000,5,21.1,55.2,1,814
2014,300000,0,1,0,35000,5,20.52,81.8,1,1197
2015,700000,1,1,0,35000,5,21.14,103.52,1,1498
2013,280000,0,2,0,35000,5,20.36,78.9,1,1197
2010,321000,0,2,1,60000,5,16.8,118,1,1497
2016,509999,1,2,0,80000,5,23.59,67.05,1,1364
2009,300000,0,1,0,60000,5,19,66.1,1,998
2017,891000,1,1,0,80000,7,15.4,120,1,2179
2010,65000,0,1,0,26432,4,25.4,37.48,-1,624
2016,275000,0,1,0,38000,5,24.7,47.3,-1,796
2010,165000,0,2,0,66000,5,19,66.1,1,998
2018,875000,1,1,0,83844,7,24.52,88.5,-1,1248
2010,245000,0,2,0,86000,5,17.92,62.1,1,1086
2020,445000,0,1,0,1000,5,21.21,81.8,1,1197
2014,1700000,1,2,0,80000,7,12.55,168.5,1,2982
2010,200000,0,1,0,90000,5,17.92,62.1,1,1086
2018,550000,0,1,0,10000,5,20.3,84,1,1199
2010,148000,0,3,0,70000,5,14.7,76,1,1150
2013,350000,1,3,0,100000,7,18.2,73.8,1,1248
2010,800000,1,2,0,125000,7,11.5,171,1,2982
2019,900000,1,1,0,35000,5,23,98.96,1,1498
2017,330000,0,1,0,20000,5,24.7,47.3,1,796
2006,85000,0,2,0,150000,5,19.7,46.3,1,796
2010,135000,0,3,0,90000,5,19.7,46.3,1,796
2019,5150000,0,1,1,20000,5,22.37,214.56,-1,2487
2008,170000,0,3,0,70000,5,19.81,68.05,1,1086
2010,250000,1,3,0,190000,5,16.2,110,1,1493
2009,310000,1,2,0,120000,5,23,90,1,1396
2015,550000,1,1,0,240000,7,19.98,108.5,1,1461
2012,300000,0,1,0,45000,5,20.36,78.9,1,1197
2015,720000,1,1,0,90000,9,15.4,75,1,2523
2016,550000,1,1,0,76000,5,26.59,74,1,1248
2011,415000,1,1,0,78432,5,16.52,123.7,1,1991
2012,415000,1,2,0,80000,5,22.32,126.32,1,1582
2015,275000,0,1,0,20000,5,20.63,67,1,1198
2017,280000,0,1,0,32000,5,14,35,-1,796
2018,475000,0,1,0,7800,5,20.3,68,1,1086
2014,480000,1,1,0,54891,5,23.59,67.04,-1,1364
2017,715000,1,1,0,60000,5,21.19,88.73,1,1396
